 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 31/Diciembre/13
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 6-3-3-0-000-000-000000
 Tipo de moneda :
 Todas

 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 2-1-1-2-068-001-000750                MAYELI HERNANDEZ CR              0.00           21,931.04         21,931.04              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000751                MAYRA SILVIA LOPEZ               0.00           28,327.57         28,327.57              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000752                DEPOSITO NO IDENTIF         -2,011.50                0.00              0.00         -2,011.50                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000754                AMPLIACIONES TECHNO              0.00            6,291.09         63,557.97        -57,266.88                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000761                JOTA Y ERRE, S.A. D              0.00           49,330.00         49,330.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000776                TWYNCO, S. DE R.L.               0.00          342,350.25        342,350.25              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000777                SOLUCIONES EMPRESAR              0.00          342,300.00        342,300.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000778                CKICK TECNOLOGIA AV              0.00          560,568.40        560,568.40              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000779                INNOVATIONS TECHNOL              0.00          269,972.60        269,972.60              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000789                GAMA 3D S. DE R.L.               0.00          252,040.80        252,040.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000794                JORGE NOEL GRACIDA               0.00           15,974.00         15,974.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000795                EECITEC, S.A. DE C.              0.00           37,590.96         37,590.96              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000798                EDUCIT,S.A. DE C.V.              0.00          453,561.16        761,456.48       -307,895.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000799                VICTOR MANUEL BRAVO              0.00           11,800.01         11,800.01              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000800                DORA MARIA GARCIA B         -3,198.27            9,594.82          6,396.55              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000801                UNION DE UNIVERSIDA              0.00            6,725.00          6,725.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000802                ALICIA ALCALA MONTE              0.00              170.00            170.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000803                AC MAX MEXICO, S.A.              0.00           11,397.02         11,397.02              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000804                MARICELA GARCIA MON              0.00           12,438.48         12,438.48              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000805                MARCO ANTONIO MARQU              0.00            1,850.00          1,850.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000806                VICTOR RODRIGUEZ MA              0.00            1,901.00          1,901.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000807                FANDIS, S.A. DE C.V              0.00          342,494.94        342,494.94              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000808                GUILLERMINA GAYOSSO              0.00           46,400.00         46,400.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000809                WENDY MARQUEZ DUEÑA              0.00               60.00             60.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000810                CRISTIAN PEREZ VEGA              0.00            2,969.60          2,969.60              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000811                EDILBERTO HERNANDEZ              0.00           14,268.00         14,268.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000812                MIGUEL ANGEL FLORES              0.00            3,550.57          3,550.57              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000813                CORPORATIVO EN SIST              0.00                0.00         31,668.00        -31,668.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000814                FILIBERTO MUÑOZ PAL              0.00            7,149.77          7,149.77              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000815                BIOADVANCED SYSTEMS              0.00                0.00          2,138.01         -2,138.01                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000816                OPERADORA DE BIENES              0.00        1,295,367.36      1,295,367.36              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000817                MA FIDEL HERNANDEZ               0.00          116,965.52        116,965.52              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000818                VICON                            0.00          481,054.42        481,054.42              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000819                GRUPO VEMEN, S.A. D              0.00          132,694.72        132,694.72              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000820                DANIEL PEREZ ZUÑIGA              0.00           16,000.00         16,000.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-070-000-000000            PROGRAMAS ESPECIALES              -754.00           14,790.00        136,805.11       -122,769.11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-070-001-000000              PROMEP                          -754.00           14,790.00        136,805.11       -122,769.11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-070-001-000002                APPLEHOUSE DE MEXIC              0.00           14,790.00         14,790.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-070-001-000006                DSPPROJECTS                      0.00                0.00        122,015.11       -122,015.11                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-070-001-000009                JUAN PEÑA RPODRIGUE           -754.00                0.00              0.00           -754.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-077-000-000000            PROVEEDORES FAM 2010                 0.00            1,370.00          1,370.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-077-001-000000              FAM 2010                           0.00            1,370.00          1,370.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-077-001-000001                MARIA ANTONIETA CAM              0.00            1,370.00          1,370.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-7-000-000-000000          RETENCIONES Y CONTRIBU X     -11,771,885.74        2,215,592.44      5,778,710.85    -15,335,004.15                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
