 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 30/Junio/15
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 7-5-0-0-000-000-000000
 Tipo de moneda :
 Todas

 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 2-1-1-2-011-000-000000            DEPOSITO NO IDENTIFICAD         -7,854.96                0.00              0.00         -7,854.96                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-013-000-000000            DEPOSITO NO IDENTIFICAD            -57.00                0.00              0.00            -57.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-015-000-000000            DEPOSITO NO IDENTIFICAD        -11,965.47                0.00              0.00        -11,965.47                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-016-000-000000            DEPOSITOS NO IDENTIFICA        -41,369.81              840.00          2,005.00        -42,534.81                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-024-000-000000            COMISION FEDERAL DE ELE              0.00          447,848.00        447,848.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-054-000-000000            ANGELES RUANO GLORIA IV              0.00              146.37            146.37              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-066-000-000000            PAGOS PENDIENTES POR DE        -40,385.33                0.00              0.00        -40,385.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-066-001-000000              TELEFONOS DE MEXICO S        -40,385.33                0.00              0.00        -40,385.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-000-000000            PROVEEDORES PROMEP                   0.00           64,545.90         64,545.90              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-003-000000              DISTRIBUIDORA GREEP S              0.00           26,999.74         26,999.74              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-004-000000              ACCESORIOS PARA LABOR              0.00           11,678.61         11,678.61              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-005-000000              UNIPARTS S.A. DE C.V.              0.00           25,867.55         25,867.55              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-000-000000            PROVEEDORES                   -498,457.53        2,143,445.50      2,350,409.28       -705,421.31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000000              POA                         -498,457.53        2,143,445.50      2,350,409.28       -705,421.31                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000011                CLEOTILDE PAREDES V              0.00            2,352.00          2,352.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000013                DESCUENTO DE LINEAS        -13,531.53           26,741.05         26,859.77        -13,650.25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000015                ROSA LINDA AVILA JA              0.00           18,501.80         18,501.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000037                CARLOS SAMPERIO PER              0.00          112,387.92        157,606.26        -45,218.34                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000054                HERCOM COMPUTADORAS              0.00            6,000.00         13,341.95         -7,341.95                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000065                GERMAN MEDRANO MART              0.00                0.00          3,359.32         -3,359.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000066                ROSENDA SANCHEZ SAN              0.00            3,800.00          3,800.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000070                JOSE VICTOR HUGO RO              0.00            6,253.00          6,253.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000072                TEQUIMEC S DE R.L.               0.00          110,691.31        110,691.31              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000099                PRODUCTORES MILLAN               0.00            6,000.00          6,000.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000100                PASIANO FRANCISCO I              0.00            8,950.00          8,950.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000102                BENITO CANALES ROSA              0.00              925.00            925.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000112                CRUZ ROJA MEXICANA            -570.00                0.00              0.00           -570.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000117                FRANCISCO MEJIA CRU              0.00           21,112.00         21,112.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000118                ST. PUROS Y EQUIPOS              0.00           14,280.22         14,280.22              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000152                JOSE ENOCH ALFARO M              0.00           63,440.51         77,635.31        -14,194.80                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000181                MILENIO DIARIO S.A.              0.00            7,349.76          7,349.76              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000185                JORGE ALFREDO FERNA              0.00            3,285.00          3,285.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000192                KARLA VALERIA CABRE              0.00            9,354.24          9,354.24              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000195                CORPORATIVO DE SERV              0.00           92,651.80         92,651.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000198                JUAN MANUEL HERNAND              0.00            2,183.84          2,183.84              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000217                JAVIER HERNANDEZ PE              0.00           15,360.00         15,360.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000222                MARCO ANTONIO FLORE              0.00            3,877.00          3,877.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000238                PROVEEDORES VARIOS               0.00                0.00              0.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000248                JUAN RAMON GUTIERRE              0.00            4,036.80          4,036.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000314                DISTRIBUIDORA B Y L              0.00           10,029.36         10,029.36              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000321                SOLUCIONES DIGITALE              0.00           18,820.82         18,820.82              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000328                ELIMAR OCAMPO ALBA               0.00           18,401.45         18,401.45              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000353                CECILIA GARCIA GONZ              0.00           79,453.13         79,453.13              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000385                AINHOA ARANA CUENCA              0.00           18,264.00         18,264.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
