 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 31/Diciembre/16
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 6-3-3-0-000-000-000000
 Tipo de moneda :
 Todas
 A
 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 2-1-1-2-016-000-000000            DEPOSITOS NO IDENTIFICA         -9,935.00              782.73              0.00         -9,152.27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-024-000-000000            COMISION FEDERAL DE ELE              0.00           92,052.00         92,285.00           -233.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-053-000-000000            REACTIVOS Y PRODUCTOS Q              0.00            1,112.90          1,112.90              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-066-000-000000            PAGOS PENDIENTES POR DE        -40,385.33                0.00              0.00        -40,385.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-066-001-000000              TELEFONOS DE MEXICO S        -40,385.33                0.00              0.00        -40,385.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-000-000000            PROVEEDORES PROMEP                 -40.00              214.60            214.60            -40.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-003-000000              DISTRIBUIDORA GREEP S              0.00              214.60            214.60              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-067-004-000000              ACCESORIOS PARA LABOR            -40.00                0.00              0.00            -40.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-000-000000            PROVEEDORES                   -272,541.73        3,687,477.78      9,243,113.37     -5,828,177.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000000              POA                         -272,541.73        3,687,477.78      9,243,113.37     -5,828,177.32                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000011                CLEOTILDE PAREDES V              0.00            2,162.00          2,162.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000013                DESCUENTO DE LINEAS        -12,041.00           36,569.00         24,528.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000015                ROSA LINDA AVILA JA              0.00           12,982.00         12,982.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000037                CARLOS SAMPERIO PER              0.00           38,020.70         38,020.70              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000058                SERGIO ARMANDO CISN              0.00              623.00            623.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000066                ROSENDA SANCHEZ SAN              0.00           29,420.00         29,420.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000072                TEQUIMEC S DE R.L.               0.00              603.20            603.20              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000082                CIA. PERIODISTICA D              0.00            3,503.48          3,503.48              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000091                MARIA ALEJANDRA GUT              0.00           38,970.00         38,970.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000093                EL CRISOL S.A. DE C              0.00            2,872.23          2,872.23              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000117                FRANCISCO MEJIA CRU              0.00           30,044.00         36,540.00         -6,496.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000147                ORGANIZACION TECNIC              0.00            4,060.00          4,060.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000152                JOSE ENOCH ALFARO M              0.00            7,581.35          7,581.35              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000166                LAB-TECH INSTRUMENT              0.00           33,387.06         33,387.06              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000185                JORGE ALFREDO FERNA              0.00            1,750.99          1,750.99              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000190                MARCO ANTONIO VERA               0.00              598.00            598.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000198                JUAN MANUEL HERNAND              0.00                0.00          1,560.00         -1,560.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000238                PROVEEDORES VARIOS               0.00                0.00              0.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000248                JUAN RAMON GUTIERRE              0.00                0.00            951.20           -951.20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000254                INTECSYS, S.A. DE C              0.00            6,988.61          6,988.61              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000299                CARLOS SAMPERIO CRU              0.00            4,065.80          4,065.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000314                DISTRIBUIDORA B Y L              0.00           30,751.60         38,593.20         -7,841.60                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000321                SOLUCIONES DIGITALE         -2,320.00                0.00              0.00         -2,320.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000434                ELIA LIZETH QUERO M              0.00           30,458.41         30,458.41              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000443                PATRICIA CORONA MEN              0.00            5,196.80          5,196.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000444                DINA CAMIONES, S.A.              0.00                0.00              0.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000510                ELECTROPURA S.  DE               0.00            4,863.00          4,863.00              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000518                INSTRUMENTOS Y EQUI              0.00            5,080.80          5,080.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000533                RAUL ADAUTO RAMIREZ              0.00            9,132.62         15,045.14         -5,912.52                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000540                EDUARDO STEED ESPIN              0.00           40,000.00        115,000.00        -75,000.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000566                CARLOS FERNANDO LIC        -11,952.80                0.00              0.00        -11,952.80                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000568                DISTRIBUIDORA NATY               0.00            6,863.45          6,863.45              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000579                FALTAS ANUALES (GRA        -67,125.62                0.00          7,298.73        -74,424.35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 2-1-1-2-068-001-000598                GASTON PEREDO RAMIR              0.00            9,198.80          9,198.80              0.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
