 UNIVERSIDAD POLITÉCNICA DE PACHUCA
Página :    1
UPP040316H43ACHUCA CD. SAHAGUN
               LGO
 Balanza de comprobación al 30/Septiembre/13
 Cuenta inicial : 1-0-0-0-000-000-000000
 Cuenta final   : 6-3-3-0-000-000-000000
 Tipo de moneda :
 Todas

 Núm. cuenta               Descripción                        Saldo anterior          Debe             Haber          Saldo actual
 1-2-4-1-008-000-000000            FAM 2009                         6,433.24                0.00              0.00          6,433.24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-009-000-000000            EDUCACION A DISTANCIA          246,903.19                0.00              0.00        246,903.19                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-013-000-000000            PROMEP 2011                    228,937.25                0.00              0.00        228,937.25                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-014-000-000000            INCREMENTO DE MATRICULA         20,634.08                0.00              0.00         20,634.08                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-015-000-000000            EQUIPAMIENTO                   356,701.22            4,732.80              0.00        361,434.02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-016-000-000000            INVESTIGACION                   69,830.76                0.00              0.00         69,830.76                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-018-000-000000            PIFI 2012                       35,976.00                0.00              0.00         35,976.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-1-023-000-000000            INOVAPYME                       89,009.28                0.00              0.00         89,009.28                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-000-000-000000          MOBILIARIO Y EQUIPO EDUCA      7,030,919.29          425,541.20              0.00      7,456,460.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-001-000-000000            POA                          3,329,742.67                0.00              0.00      3,329,742.67                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-002-000-000000            PIFI                           173,358.00                0.00              0.00        173,358.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-003-000-000000            PROMEP                         738,814.02                0.00              0.00        738,814.02                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-004-000-000000            FAM 2008                       210,771.40          170,520.00              0.00        381,291.40                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-005-000-000000            FOMIX                           28,919.94                0.00              0.00         28,919.94                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-006-000-000000            FAM 2010                     1,395,720.58           26,691.60              0.00      1,422,412.18                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-009-000-000000            EDUCACION A DISTANCIA          373,910.14                0.00              0.00        373,910.14                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-010-000-000000            APOYOS EXTRAORDINARIOS         570,357.99                0.00              0.00        570,357.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-013-000-000000            PROMEP 2011                    135,988.54           62,176.00              0.00        198,164.54                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-015-000-000000            EQUIPAMIENTO                    42,940.02          138,573.60              0.00        181,513.62                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-020-000-000000            APLICACION AGRICOLA             30,395.99                0.00              0.00         30,395.99                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-2-025-000-000000            PROYECTO 169062 ABEL                 0.00           27,580.00              0.00         27,580.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-000-000-000000          EQUIPO E INSTRUMENTAL MED      2,565,223.84           91,834.73              0.00      2,657,058.57                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-001-000-000000            POA                            277,526.72                0.00              0.00        277,526.72                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-003-000-000000            PROMEP                          70,660.12                0.00              0.00         70,660.12                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-004-000-000000            FAM 2008                       369,779.00                0.00              0.00        369,779.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-005-000-000000            FOMIX                          172,124.10                0.00              0.00        172,124.10                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-006-000-000000            FAM 2010                       354,658.67                0.00              0.00        354,658.67                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-007-000-000000            CIENCIA BASICA                 578,440.95                0.00              0.00        578,440.95                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-012-000-000000            FONDO DE RESERVA               219,343.24                0.00              0.00        219,343.24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-013-000-000000            PROMEP 2011                    111,229.29                0.00              0.00        111,229.29                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-015-000-000000            EQUIPAMIENTO                    31,002.16           91,834.73              0.00        122,836.89                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-016-000-000000            INVESTIGACION                  116,278.17                0.00              0.00        116,278.17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-3-020-000-000000            APLICACION AGRICOLA            264,181.42                0.00              0.00        264,181.42                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-4-000-000-000000          EQUIPO DE TRANSPORTE           3,614,346.00                0.00              0.00      3,614,346.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-4-001-000-000000            POA                          3,174,446.00                0.00              0.00      3,174,446.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-4-011-000-000000            RECUPERACIÓN JEEP PATRI        135,410.00                0.00              0.00        135,410.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-4-012-000-000000            FONDO DE RESERVA               304,490.00                0.00              0.00        304,490.00                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-000-000-000000          MAQUINARIA OTROS EQUIPOS      33,377,776.73          391,159.60        152,010.00     33,616,926.33                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-001-000-000000            POA                          9,357,495.64                0.00              0.00      9,357,495.64                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-002-000-000000            PIFI                           531,677.30                0.00              0.00        531,677.30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-003-000-000000            PROMEP                       5,236,344.91                0.00              0.00      5,236,344.91                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-004-000-000000            FAM 2008                       509,119.92                0.00              0.00        509,119.92                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-005-000-000000            FOMIX                        2,410,836.49                0.00              0.00      2,410,836.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
 1-2-4-6-006-000-000000            FAM 2010                       346,722.49                0.00              0.00        346,722.49                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
